annealing_time,sdev,median_dwave_gs_prob,min_dwave,max_dwave,median_sim_gs_prob,min_sim,max_sim,median_tvd,min_tvd,max_tvd,median_fidelity,min_fidelity,max_fidelity
5.0,0.01,0.3846700042486191,0.2977200001478195,0.5061300098896027,0.5559398293764447,0.3408349758400022,0.636082536477892,0.17598084321215296,0.072128273155919,0.2302288083766494,0.9169910419264895,0.8707493279242114,0.9876048744776268
10.0,0.01,0.474494993686676,0.33361999690532684,0.58788001537323,0.7182733142077038,0.4097697822056485,0.8474524780001369,0.21779092112991982,0.1299150607556849,0.3671622675782965,0.9022821933158038,0.8215251932349468,0.9740321406859496
15.0,0.01,0.5220099911093712,0.360370010137558,0.6193699836730957,0.8080834386631489,0.48575130558450197,0.9494016072628636,0.26079356377458496,0.1502849295487517,0.4210444304065505,0.8731917554964339,0.7545802867682426,0.9715210320091296
20.0,0.01,0.5539349913597107,0.3728799968957901,0.6469900012016296,0.8672955311779074,0.5509889141550981,0.983283983448122,0.30255919192270264,0.1995390905256499,0.4571307244243713,0.8569210192791006,0.6888289107620897,0.9371463350762052
25.0,0.01,0.571494996547699,0.37474000453948975,0.676010012626648,0.9094417830792948,0.6084863202594772,0.994096745205447,0.3299210443335092,0.2337475807158282,0.4434387595927143,0.8323521654819307,0.655874360701256,0.92172086315233
30.0,0.01,0.5786600112915039,0.38514000177383423,0.6853500008583069,0.9385609479950546,0.6508120631943767,0.9979779329073799,0.33931996414780463,0.2441940458074339,0.4704870309064085,0.8114394771542499,0.6185184816056712,0.887497400274048
