instance_type;N;instance_number;annealing_time;sdev;tvd;fidelity;dwave_dist;sim_dist;dwave_gr_state_prob;sim_gr_state_prob
rich;k_4;21;30;0.01;0.2742569090988787;0.8314519130372461;[0.0, 0.20975999534130096, 0.0002300000051036477, 0.00018000000272877514, 0.05253000184893608, 0.208979994058609, 0.0018599999602884054, 0.0, 0.0, 0.002050000010058284, 0.21535000205039978, 0.08208999782800674, 0.00019999999494757503, 0.00026000000070780516, 0.22651000320911407, 0.0];[2.5965762057464132e-5, 0.35523748445011244, 3.0528242458681296e-6, 1.1994931438570442e-5, 7.565277848326398e-5, 0.14463963039695654, 6.2138217801201494e-6, 5.034926925029464e-9, 5.034926925040779e-9, 6.213821780120442e-6, 0.1446396303969572, 7.5652778483265e-5, 1.1994931438570962e-5, 3.0528242458682507e-6, 0.3552374844501144, 2.5965762057465355e-5];[0.22651000320911407, 0.20975999534130096];[0.3552374844501144, 0.35523748445011244]
rich;k_4;38;30;0.01;0.2647378693526663;0.887497400274048;[0.18176999688148499, 3.9999998989515007e-5, 0.0, 0.0, 0.0002300000051036477, 0.2994399964809418, 0.0, 0.2185799926519394, 0.08377999812364578, 0.0, 0.1270499974489212, 0.00019999999494757503, 0.0, 0.0, 3.9999998989515007e-5, 0.08886999636888504];[0.08439504497619708, 2.5077064963843384e-5, 3.770428093413185e-7, 7.184498482182192e-6, 9.904363351294853e-6, 0.34560637219299933, 3.4185113904978372e-9, 0.06995603644268285, 0.06995603644268318, 3.4185113904902305e-9, 0.3456063721929964, 9.904363351296222e-6, 7.184498482183338e-6, 3.770428093414188e-7, 2.5077064963844245e-5, 0.08439504497619815];[0.2994399964809418, 0.1270499974489212];[0.34560637219299933, 0.3456063721929964]
rich;k_4;20;30;0.01;0.34694563447261384;0.839825884508824;[0.0, 0.0061599998734891415, 0.0, 1.9999999494757503e-5, 9.999999747378752e-6, 0.21296000480651855, 0.00019999999494757503, 0.274619996547699, 0.24417999386787415, 0.0001500000071246177, 0.2375900000333786, 1.9999999494757503e-5, 1.9999999494757503e-5, 0.0, 0.024059999734163284, 9.999999747378752e-6];[8.131515921273551e-6, 6.406746548863286e-6, 6.362424418775829e-9, 1.4475186115236827e-6, 1.1898686797023498e-6, 0.06709589674292293, 1.8179636976066856e-5, 0.43286874160791705, 0.43286874160791233, 1.8179636976069807e-5, 0.06709589674292292, 1.1898686797031598e-6, 1.44751861152434e-6, 6.36242441876915e-9, 6.406746548863617e-6, 8.131515921275139e-6];[0.274619996547699, 0.24417999386787415];[0.43286874160791705, 0.43286874160791233]
rich;k_4;3;30;0.01;0.38200745871128894;0.7442570778004464;[0.0, 9.999999747378752e-6, 0.2478400021791458, 0.03102000057697296, 0.0, 0.007540000136941671, 0.0, 0.21383999288082123, 0.09923999756574631, 0.0, 0.009080000221729279, 0.0, 0.08671999722719193, 0.30469000339508057, 1.9999999494757503e-5, 0.0];[6.412112957623793e-6, 9.526921939877085e-6, 0.4672396016570238, 6.561406387690477e-5, 1.4556911715303115e-8, 1.985648428089922e-5, 2.2705270147777775e-5, 0.03263626893286361, 0.032636268932863456, 2.2705270147779926e-5, 1.9856484280899685e-5, 1.4556911715279155e-8, 6.56140638768977e-5, 0.467239601657023, 9.526921939878403e-6, 6.412112957625439e-6];[0.30469000339508057, 0.2478400021791458];[0.467239601657023, 0.4672396016570238]
rich;k_4;27;30;0.01;0.47048703090640853;0.6552250037604004;[0.30272001028060913, 0.10593999922275543, 0.013989999890327454, 0.0021299999207258224, 9.999999747378752e-6, 0.08699999749660492, 0.0, 0.0, 0.0, 0.0, 0.059050001204013824, 9.999999747378752e-6, 0.01217000000178814, 0.015799999237060547, 0.22214999794960022, 0.17903000116348267];[0.47610568052521235, 0.02292492053640706, 3.005457659150744e-6, 3.1859318422225473e-6, 1.1213730871095657e-5, 0.0009403684907104941, 8.22025909340912e-9, 1.1617107039041734e-5, 1.161710703904365e-5, 8.220259093377506e-9, 0.0009403684907104926, 1.121373087109592e-5, 3.1859318422217934e-6, 3.0054576591488856e-6, 0.02292492053640694, 0.47610568052521424];[0.30272001028060913, 0.17903000116348267];[0.47610568052521235, 0.47610568052521424]
rich;k_4;35;30;0.01;0.3397440900719116;0.8229940895126456;[4.999999873689376e-5, 0.07716000080108643, 9.999999747378752e-6, 0.0, 0.0, 0.17622999846935272, 0.09267999976873398, 0.14997999370098114, 0.09474000334739685, 0.12509000301361084, 0.22631999850273132, 0.0, 0.0, 9.999999747378752e-6, 0.057679999619722366, 4.999999873689376e-5];[1.1276228314973644e-5, 0.001818058424860545, 1.0404306459693817e-6, 1.2453543287445596e-8, 1.5466973874097583e-5, 0.37113156478943365, 0.04768048026515271, 0.07934210043417445, 0.0793421004341747, 0.04768048026515224, 0.37113156478943565, 1.5466973874099488e-5, 1.2453543287428954e-8, 1.0404306459690693e-6, 0.00181805842486045, 1.12762283149734e-5];[0.17622999846935272, 0.22631999850273132];[0.37113156478943365, 0.37113156478943565]
rich;k_4;11;30;0.01;0.33745278984897825;0.7713569520878054;[0.0001900000061141327, 0.0, 0.004769999999552965, 0.0004299999854993075, 0.34584999084472656, 2.9999999242136255e-5, 0.16037000715732574, 2.9999999242136255e-5, 9.999999747378752e-6, 0.1839900016784668, 9.999999747378752e-6, 0.2944299876689911, 0.0008999999845400453, 0.008849999867379665, 0.0, 0.00014000000373926014];[9.511813201378654e-7, 3.764947460825223e-8, 4.664219410107092e-7, 7.158841894173053e-7, 0.4888663497332951, 3.5253776893756654e-7, 0.011127752471761928, 3.3741202519609783e-6, 3.374120251961316e-6, 0.011127752471761784, 3.525377689374477e-7, 0.4888663497332994, 7.158841894176631e-7, 4.664219410106021e-7, 3.7649474608291e-8, 9.511813201377827e-7];[0.34584999084472656, 0.2944299876689911];[0.4888663497332951, 0.4888663497332994]
rich;k_4;32;30;0.01;0.3608223831383481;0.8069395508602984;[0.00011999999696854502, 0.002950000111013651, 0.1604200005531311, 0.005669999867677689, 9.999999747378752e-6, 0.0, 0.2708199918270111, 9.999999747378752e-6, 9.999999747378752e-6, 0.29210999608039856, 0.0, 9.999999747378752e-6, 0.007189999800175428, 0.2547700107097626, 0.005810000002384186, 9.999999747378752e-5];[5.284195403028325e-6, 3.875199053227843e-6, 0.03809521610161775, 3.0305428312917597e-6, 6.40817471468066e-6, 3.0436775686241618e-9, 0.4618677022335512, 1.848050915254262e-5, 1.8480509152543663e-5, 0.46186770223354723, 3.043677568629263e-9, 6.408174714681362e-6, 3.0305428312913582e-6, 0.03809521610161767, 3.8751990532270485e-6, 5.284195403028728e-6];[0.2708199918270111, 0.29210999608039856];[0.4618677022335512, 0.46186770223354723]
rich;k_4;19;30;0.01;0.3330830091628497;0.8665964294385265;[9.999999747378752e-6, 0.12279000133275986, 0.0006000000284984708, 0.2366899996995926, 0.00019999999494757503, 0.0, 0.1868399977684021, 3.9999998989515007e-5, 0.0, 0.07541000097990036, 0.0, 0.0001500000071246177, 0.22088000178337097, 0.0002899999963119626, 0.15610000491142273, 0.0];[7.5519902916969e-7, 0.06898936858751682, 1.2795354583258499e-5, 0.39532531923968983, 4.373194309925635e-6, 1.3602402558284091e-8, 0.035665788310402916, 1.5865120706758996e-6, 1.5865120706757725e-6, 0.03566578831040269, 1.3602402558277479e-8, 4.373194309926387e-6, 0.39532531923968933, 1.2795354583254787e-5, 0.06898936858751724, 7.551990291702508e-7];[0.22088000178337097, 0.2366899996995926];[0.39532531923968933, 0.39532531923968983]
rich;k_4;37;30;0.01;0.32298448927233736;0.8120848945968805;[0.017319999635219574, 0.35719001293182373, 1.9999999494757503e-5, 0.00018000000272877514, 0.18504999577999115, 1.9999999494757503e-5, 0.012430000118911266, 0.0, 0.0, 0.009770000353455544, 9.999999747378752e-6, 0.14678999781608582, 7.999999797903001e-5, 9.999999747378752e-6, 0.25817999243736267, 0.01295000035315752];[4.03881060302514e-6, 0.4691772465633283, 7.487127615834763e-7, 1.050624442083073e-5, 0.03079982356817978, 3.5693463433556996e-6, 4.065853231028104e-6, 9.011331839171414e-10, 9.011331839127661e-10, 4.065853231027507e-6, 3.5693463433564958e-6, 0.03079982356817988, 1.0506244420833143e-5, 7.48712761584053e-7, 0.46917724656333293, 4.038810603026246e-6];[0.25817999243736267, 0.35719001293182373];[0.46917724656333293, 0.4691772465633283]
rich;k_4;5;30;0.01;0.33889583822369773;0.694808707343929;[0.0, 0.02247999981045723, 0.0, 0.00011000000085914508, 0.0, 2.9999999242136255e-5, 0.13539999723434448, 0.37081998586654663, 0.2882699966430664, 0.1303499937057495, 2.9999999242136255e-5, 0.0, 0.00014000000373926014, 9.999999747378752e-6, 0.05235999822616577, 0.0];[8.496340047405175e-7, 1.4087177242687216e-5, 6.200543248398715e-6, 1.1963218201258024e-5, 1.1350450969422386e-9, 1.9153013099453266e-5, 0.0009587788254656309, 0.49898896645369306, 0.49898896645368684, 0.0009587788254655596, 1.915301309945372e-5, 1.135045096940042e-9, 1.1963218201256406e-5, 6.200543248398557e-6, 1.4087177242684218e-5, 8.496340047409915e-7];[0.37081998586654663, 0.2882699966430664];[0.49898896645369306, 0.49898896645368684]
