instance_type;N;instance_number;annealing_time;sdev;tvd;fidelity;dwave_dist;sim_dist;dwave_gr_state_prob;sim_gr_state_prob
rich;k_4;16;10;0.01;0.27095946077064587;0.8693446932555395;[9.999999747378752e-6, 0.18107999861240387, 0.00011999999696854502, 0.2000100016593933, 1.9999999494757503e-5, 0.000699999975040555, 0.0003499999875202775, 0.04812999814748764, 0.025219999253749847, 0.00013000000035390258, 0.000859999970998615, 0.0, 0.2407200038433075, 1.9999999494757503e-5, 0.302619993686676, 9.999999747378752e-6];[2.98595073372284e-6, 0.3773296969363726, 1.6996895228570355e-6, 0.12250577986120356, 6.163078527999252e-8, 8.505966650158494e-6, 6.872710701335031e-6, 0.00014439725402853778, 0.0001443972540285468, 6.8727107013349745e-6, 8.50596665015745e-6, 6.163078527999502e-8, 0.12250577986120303, 1.699689522857368e-6, 0.37732969693637425, 2.9859507337231126e-6];[0.302619993686676, 0.18107999861240387];[0.37732969693637425, 0.3773296969363726]
rich;k_4;24;10;0.01;0.24836279842107475;0.8737821773966781;[0.0027799999807029963, 0.05959000065922737, 9.999999747378752e-6, 0.00018000000272877514, 0.0, 0.1907700002193451, 0.0, 0.2445800006389618, 0.2000499963760376, 0.0, 0.23261000216007233, 0.0, 9.000000136438757e-5, 0.0, 0.06789000332355499, 0.001449999981559813];[8.300818489413162e-7, 0.0019829905475681952, 5.16643561649227e-6, 1.0962554172442193e-5, 4.1394569698907913e-7, 0.1515062367163907, 2.815798184905538e-6, 0.34649058392052134, 0.3464905839205204, 2.815798184905535e-6, 0.15150623671638994, 4.1394569698892677e-7, 1.0962554172441105e-5, 5.166435616492877e-6, 0.001982990547568195, 8.300818489409122e-7];[0.2445800006389618, 0.2000499963760376];[0.34649058392052134, 0.3464905839205204]
rich;k_4;4;10;0.01;0.17780992591756284;0.9519140368406145;[0.20161999762058258, 0.004290000069886446, 0.0006200000061653554, 0.0, 0.0010100000072270632, 0.26017001271247864, 0.0009899999713525176, 0.0003600000054575503, 0.0003699999942909926, 0.002090000081807375, 0.32771000266075134, 0.002099999925121665, 0.0, 0.000539999979082495, 0.002580000087618828, 0.19554999470710754];[0.11712708757002836, 8.543972520861928e-6, 3.1241013590488986e-6, 2.080277060178538e-8, 1.6055189087427555e-6, 0.38284494788539286, 7.741153780276737e-6, 6.92899523911638e-6, 6.928995239117385e-6, 7.741153780275778e-6, 0.38284494788539425, 1.605518908742993e-6, 2.0802770601805935e-8, 3.1241013590492895e-6, 8.543972520859153e-6, 0.11712708757002863];[0.26017001271247864, 0.32771000266075134];[0.38284494788539286, 0.38284494788539425]
rich;k_4;10;10;0.01;0.19572041316626376;0.909998824872232;[0.0006600000197067857, 0.0, 0.15318000316619873, 0.04521000012755394, 0.2981399893760681, 0.00046999999904073775, 0.0017000000225380063, 0.0004600000102072954, 0.00039000000106170774, 0.0021100000012665987, 0.0002099999983329326, 0.22683000564575195, 0.04983999952673912, 0.22014999389648438, 0.0, 0.0006500000017695129];[1.5299356290914054e-6, 1.283585215014574e-8, 0.13731437318035825, 0.0023300987620983814, 0.3603451933100088, 2.759509229737945e-7, 3.2322842728675583e-6, 5.283740856145674e-6, 5.283740856144791e-6, 3.232284272867172e-6, 2.759509229736748e-7, 0.3603451933100103, 0.0023300987620983237, 0.13731437318035847, 1.283585215012657e-8, 1.5299356290910661e-6];[0.2981399893760681, 0.22683000564575195];[0.3603451933100088, 0.3603451933100103]
rich;k_4;27;10;0.01;0.30098639763638824;0.8519465215921491;[0.19509999454021454, 0.11675000190734863, 0.04165000095963478, 0.010990000329911709, 0.0, 0.09605000168085098, 0.0, 1.9999999494757503e-5, 0.0, 0.0, 0.07970999926328659, 9.999999747378752e-6, 0.024210000410676003, 0.041930001229047775, 0.22457000613212585, 0.1690099984407425];[0.32057831422884814, 0.1406739782734263, 0.0019338319365721942, 0.00011802562204498248, 7.760578897162832e-6, 0.0366801367468751, 7.015479653613732e-8, 7.882458538396486e-6, 7.882458538398195e-6, 7.015479653632822e-8, 0.03668013674687515, 7.760578897164846e-6, 0.00011802562204497965, 0.001933831936572205, 0.14067397827342581, 0.3205783142288492];[0.19509999454021454, 0.1690099984407425];[0.32057831422884814, 0.3205783142288492]
rich;k_4;1;10;0.01;0.20649226196106735;0.8619283916257299;[0.0, 0.07398000359535217, 0.25536999106407166, 0.041680000722408295, 0.18318000435829163, 0.027089999988675117, 0.0002300000051036477, 0.0, 0.0, 0.00023999999393709004, 0.009549999609589577, 0.15631000697612762, 0.013299999758601189, 0.21726000308990479, 0.021800000220537186, 9.999999747378752e-6];[2.2300090923230872e-5, 0.0032339367515378534, 0.3395436331729982, 0.0008858126556548175, 0.15612572454560592, 0.0001812624588445821, 7.137876547847114e-6, 1.9244788683759545e-7, 1.9244788683748e-7, 7.137876547847028e-6, 0.00018126245884458227, 0.1561257245456068, 0.0008858126556548048, 0.3395436331729996, 0.003233936751537918, 2.2300090923232793e-5];[0.21726000308990479, 0.25536999106407166];[0.3395436331729996, 0.3395436331729982]
rich;k_4;32;10;0.01;0.2300068705506887;0.880913909263654;[0.0002800000074785203, 0.025930000469088554, 0.16635000705718994, 0.03432999923825264, 9.999999747378752e-6, 0.0, 0.1920199990272522, 0.0, 0.0, 0.29767999053001404, 0.0, 0.0, 0.020999999716877937, 0.24277999997138977, 0.01923999935388565, 0.0003800000122282654];[8.772895793647234e-6, 0.00021186680523583041, 0.13937381487164974, 0.000548584958525538, 7.058521337185887e-6, 8.208636555149322e-8, 0.3598321343664124, 1.76854946799624e-5, 1.768549467996083e-5, 0.359832134366412, 8.208636555131878e-8, 7.058521337187055e-6, 0.000548584958525541, 0.13937381487165068, 0.0002118668052358263, 8.772895793644225e-6];[0.1920199990272522, 0.29767999053001404];[0.3598321343664124, 0.359832134366412]
rich;k_4;35;10;0.01;0.1672982909249396;0.9509061828609885;[9.000000136438757e-5, 0.09901999682188034, 0.0, 0.0, 9.999999747378752e-6, 0.13895000517368317, 0.09476999938488007, 0.10722000151872635, 0.13601000607013702, 0.14573000371456146, 0.2052599936723709, 0.0, 0.0, 9.999999747378752e-6, 0.07283999770879745, 9.000000136438757e-5];[1.409118807505899e-5, 0.031251590903810474, 2.524324308418604e-6, 7.662636716147481e-8, 1.2369804134492776e-5, 0.24476152430210035, 0.09960877860926699, 0.12434904424193759, 0.12434904424193692, 0.09960877860926635, 0.24476152430210066, 1.236980413449448e-5, 7.662636716155978e-8, 2.524324308418959e-6, 0.0312515909038103, 1.4091188075061187e-5];[0.13895000517368317, 0.2052599936723709];[0.24476152430210035, 0.24476152430210066]
rich;k_4;29;10;0.01;0.29078095844667073;0.8894160433229837;[0.0, 0.09801000356674194, 9.999999747378752e-5, 0.00011000000085914508, 9.999999747378752e-6, 0.2227499932050705, 0.13300000131130219, 0.046149998903274536, 0.05934000015258789, 0.10384000092744827, 0.24018999934196472, 1.9999999494757503e-5, 7.000000186963007e-5, 2.9999999242136255e-5, 0.09638000279664993, 0.0];[2.517298420196424e-8, 0.04657833941871126, 9.174407297756618e-6, 1.2845151505152392e-5, 1.0531361737091791e-6, 0.37686045027293724, 0.07062720249242757, 0.005910909947964078, 0.00591090994796394, 0.07062720249242761, 0.37686045027293824, 1.0531361737097494e-6, 1.284515150515316e-5, 9.174407297756742e-6, 0.04657833941871124, 2.5172984202004124e-8];[0.2227499932050705, 0.24018999934196472];[0.37686045027293724, 0.37686045027293824]
rich;k_4;39;10;0.01;0.24684532215406274;0.8996328052559546;[0.0002699999895412475, 0.0, 0.2806699872016907, 0.0, 0.12347999960184097, 0.019269999116659164, 0.10999000072479248, 0.003539999946951866, 0.002580000087618828, 0.1001100018620491, 0.017000000923871994, 0.14715999364852905, 1.9999999494757503e-5, 0.19569000601768494, 0.0, 0.00022000000171829015];[7.286829241213748e-7, 4.4791228662705555e-8, 0.36159927908765327, 6.673054452901838e-6, 0.09348394960721741, 4.332306510808848e-5, 0.04486521712599197, 7.845854238092818e-7, 7.845854238092006e-7, 0.044865217125992216, 4.332306510808505e-5, 0.0934839496072177, 6.673054452903483e-6, 0.36159927908765405, 4.4791228662718175e-8, 7.286829241211716e-7];[0.19569000601768494, 0.2806699872016907];[0.36159927908765405, 0.36159927908765327]
