instance_type;N;instance_number;annealing_time;sdev;tvd;fidelity;dwave_dist;sim_dist;dwave_gr_state_prob;sim_gr_state_prob
rich;k_4;11;20;0.1;0.05921331291621969;0.9941443314854652;[0.00033000000985339284, 1.9999999494757503e-5, 0.011090000160038471, 0.0006000000284984708, 0.2893800139427185, 4.999999873689376e-5, 0.14493000507354736, 3.9999998989515007e-5, 2.9999999242136255e-5, 0.225600004196167, 2.9999999242136255e-5, 0.3183099925518036, 0.0006799999973736703, 0.0086899995803833, 0.0, 0.00022000000171829015];[0.00012427528147576706, 1.2666769760999196e-6, 0.013711918086249704, 0.00028162125789694275, 0.2999144426954075, 1.31140413106192e-6, 0.18596377835912148, 1.386238741046241e-6, 1.3862387410463674e-6, 0.18596377835912178, 1.31140413106199e-6, 0.29991444269540984, 0.00028162125789694243, 0.013711918086249737, 1.266676976100201e-6, 0.00012427528147576828];[0.2893800139427185, 0.3183099925518036];[0.2999144426954075, 0.29991444269540984]
rich;k_4;38;20;0.1;0.1352647885646795;0.9736937854407312;[0.15296000242233276, 1.9999999494757503e-5, 0.0, 0.0, 0.00019999999494757503, 0.2253500074148178, 0.0, 0.24605999886989594, 0.09326999634504318, 0.0, 0.15692999958992004, 9.000000136438757e-5, 9.999999747378752e-6, 9.999999747378752e-6, 0.0, 0.1251000016927719];[0.1635382667274776, 1.92454795644093e-5, 2.2203257462419585e-6, 4.985514688898637e-6, 1.4916375048849798e-5, 0.2002602622772063, 1.4350972771496796e-6, 0.136158668202992, 0.13615866820299116, 1.4350972771498772e-6, 0.20026026227720542, 1.4916375048848099e-5, 4.985514688898709e-6, 2.220325746242204e-6, 1.9245479564410267e-5, 0.1635382667274792];[0.2253500074148178, 0.15692999958992004];[0.2002602622772063, 0.20026026227720542]
rich;k_4;4;20;0.1;0.05027578608300866;0.9935394933536834;[0.21324999630451202, 0.0006399999838322401, 0.00026000000070780516, 0.0, 0.00033999999868683517, 0.33423998951911926, 0.00019999999494757503, 9.999999747378752e-5, 9.000000136438757e-5, 0.00018000000272877514, 0.3127500116825104, 0.00026000000070780516, 0.0, 0.00014000000373926014, 0.0006099999882280827, 0.13694000244140625];[0.17188590486516891, 9.616416111575795e-6, 5.939258907635504e-6, 4.051129191349011e-9, 5.208463163542217e-6, 0.3280798872795158, 5.032449382298489e-6, 8.407216621436708e-6, 8.407216621436747e-6, 5.032449382298901e-6, 0.3280798872795165, 5.208463163541857e-6, 4.051129191357105e-9, 5.939258907635374e-6, 9.616416111576533e-6, 0.17188590486516894];[0.33423998951911926, 0.3127500116825104];[0.3280798872795158, 0.3280798872795165]
rich;k_4;27;20;0.1;0.10135714433359103;0.98433246178399;[0.2608700096607208, 0.13553999364376068, 0.02116999961435795, 0.004230000078678131, 9.999999747378752e-6, 0.10433000326156616, 0.0, 9.999999747378752e-6, 9.999999747378752e-6, 0.0, 0.06176000088453293, 0.0, 0.011359999887645245, 0.020479999482631683, 0.19618000090122223, 0.18404999375343323];[0.232741914761133, 0.13384547176772635, 0.026902364633332284, 0.010425489541607401, 9.398065189365447e-6, 0.09606557184320909, 1.704276310368534e-8, 9.772345039890926e-6, 9.772345039891951e-6, 1.704276310369223e-8, 0.09606557184320934, 9.398065189366318e-6, 0.01042548954160738, 0.026902364633332225, 0.13384547176772654, 0.2327419147611334];[0.2608700096607208, 0.18404999375343323];[0.232741914761133, 0.2327419147611334]
rich;k_4;12;20;0.1;0.1085398150482387;0.9843754657144109;[0.09894999861717224, 0.0, 0.15327000617980957, 0.16288000345230103, 0.0, 0.0, 0.001979999942705035, 0.0002300000051036477, 0.0003000000142492354, 0.0020600000862032175, 0.0, 9.999999747378752e-6, 0.243599995970726, 0.19172999262809753, 0.0, 0.1449899971485138];[0.15248015168611215, 2.024123414499571e-5, 0.1365536717653126, 0.2070670197730595, 8.502936109151184e-6, 3.686891776803829e-8, 0.0036617174926504878, 0.00020865824369391533, 0.00020865824369391384, 0.0036617174926504865, 3.686891776800294e-8, 8.502936109152238e-6, 0.20706701977305858, 0.13655367176531305, 2.0241234144996613e-5, 0.15248015168611329];[0.243599995970726, 0.16288000345230103];[0.20706701977305858, 0.2070670197730595]
rich;k_4;7;20;0.1;0.04350466251505093;0.997694111806296;[0.0, 0.32820001244544983, 0.15404999256134033, 0.023649999871850014, 0.0, 0.00546000013127923, 3.9999998989515007e-5, 0.0, 9.999999747378752e-6, 9.000000136438757e-5, 0.0021299999207258224, 9.999999747378752e-6, 0.024059999734163284, 0.18161000311374664, 0.2806900143623352, 0.0];[1.7211204677387205e-6, 0.3010811799376492, 0.16689141922262515, 0.02809750128367682, 1.9969938200329667e-6, 0.003909253998491514, 1.4564509048459872e-5, 2.3629342225338647e-6, 2.3629342225341438e-6, 1.4564509048460373e-5, 0.003909253998491519, 1.99699382003302e-6, 0.02809750128367677, 0.16689141922262588, 0.30108117993764993, 1.7211204677388962e-6];[0.2806900143623352, 0.32820001244544983];[0.30108117993764993, 0.3010811799376492]
rich;k_4;16;20;0.1;0.11362821465050654;0.9815704780251008;[0.0, 0.1998700052499771, 1.9999999494757503e-5, 0.1771100014448166, 0.0, 7.000000186963007e-5, 0.0002699999895412475, 0.024450000375509262, 0.009379999712109566, 0.00013000000035390258, 7.999999797903001e-5, 0.0, 0.2125599980354309, 9.999999747378752e-6, 0.3760499954223633, 0.0];[3.348795085891927e-6, 0.28955581978962613, 3.101357116750688e-6, 0.18674656477532742, 3.9697267844356316e-7, 5.077446942303392e-6, 7.3460208915976285e-6, 0.02367834484233298, 0.023678344842332763, 7.346020891597001e-6, 5.0774469423035894e-6, 3.969726784436012e-7, 0.18674656477532664, 3.101357116750851e-6, 0.2895558197896271, 3.348795085892403e-6];[0.3760499954223633, 0.1998700052499771];[0.2895558197896271, 0.28955581978962613]
rich;k_4;31;20;0.1;0.06090845050191873;0.9930153095996542;[0.0, 0.00015999999595806003, 0.001769999973475933, 0.0, 0.0, 0.15049999952316284, 0.2973000109195709, 0.0057299998588860035, 0.02101000025868416, 0.30414000153541565, 0.21727000176906586, 0.0, 0.0, 0.0017999999690800905, 0.00031999999191612005, 0.0];[5.576594877712199e-6, 6.093121055328427e-5, 0.0016940725983250336, 6.464697027590927e-6, 4.972261106831537e-6, 0.16693399879695414, 0.32031644569721296, 0.010977538143944712, 0.010977538143944662, 0.32031644569721207, 0.1669339987969542, 4.972261106831895e-6, 6.464697027591402e-6, 0.0016940725983250367, 6.093121055328419e-5, 5.576594877712566e-6];[0.2973000109195709, 0.30414000153541565];[0.32031644569721296, 0.32031644569721207]
rich;k_4;32;20;0.1;0.1446738544268012;0.9720482012216107;[2.9999999242136255e-5, 0.005100000184029341, 0.1254200041294098, 0.00860000029206276, 0.0, 0.0, 0.2203499972820282, 0.0, 0.0, 0.3093299865722656, 0.0, 0.0, 0.013150000013411045, 0.3075900077819824, 0.010289999656379223, 0.00014000000373926014];[7.182227452887412e-6, 0.009732053963846238, 0.18872754064258473, 0.017275779995222642, 6.146915214167541e-6, 5.053929125445783e-7, 0.28423218256819616, 1.860829457125634e-5, 1.8608294571258023e-5, 0.2842321825681965, 5.053929125446084e-7, 6.146915214168135e-6, 0.017275779995222514, 0.18872754064258485, 0.00973205396384624, 7.1822274528882645e-6];[0.2203499972820282, 0.3093299865722656];[0.28423218256819616, 0.2842321825681965]
rich;k_4;2;20;0.1;0.09013201009732283;0.9896472357412089;[0.0, 4.999999873689376e-5, 0.00033999999868683517, 3.9999998989515007e-5, 0.0, 0.15640999376773834, 0.00018000000272877514, 0.2534399926662445, 0.322380006313324, 9.999999747378752e-5, 0.26686999201774597, 0.0, 9.999999747378752e-6, 0.00015999999595806003, 1.9999999494757503e-5, 0.0];[1.7121192174795606e-5, 4.918618174450098e-6, 1.7489700857380955e-5, 4.754726749805749e-6, 1.8180489071287622e-7, 0.22041054917617947, 8.13579841510343e-6, 0.27953684898256115, 0.2795368489825572, 8.135798415103197e-6, 0.2204105491761784, 1.8180489071291082e-7, 4.754726749806155e-6, 1.748970085738101e-5, 4.9186181744505706e-6, 1.7121192174797286e-5];[0.2534399926662445, 0.322380006313324];[0.27953684898256115, 0.2795368489825572]
